source_set,source_table,source_domain,owner_model,time_horizon,fact_evidence_class,algorithm_gate,authority_hint,reconciliation_status,final_disposition,canonical_target,notes
TRAINING_141,source_record_version,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,source_license,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,source_license_evidence,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_revision,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_alias,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_instruction,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_instruction_step,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_taxonomy_map,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_equipment_map,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_muscle_map,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_movement_map,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_environment_map,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_sport_map,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_relation,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,catalog_review_state,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_discipline,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_event,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_position,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_skill,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_drill,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_drill_revision,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_drill_step,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_metric_definition,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_metric_unit,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_test_protocol,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_test_step,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_equipment_rule,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_environment_rule,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_season_rule,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_taxonomy_map,All sports,Platform-owned,Intermediate,Licensed source fact; test-protocol evidence,Source and protocol review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,anatomy_region,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,muscle_group,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,muscle,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,joint,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,movement_pattern,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,movement_plane,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,movement_constraint,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,condition,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,contraindication,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,condition_exercise_rule,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,safety_screen_definition,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,safety_screen_rule,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,exercise_safety_rule,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,progression_rule,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,regression_rule,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,substitution_group,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,substitution_rule,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,load_model,"Anatomy, safety & substitutions",Platform policy,Intermediate + scientific,Scientific evidence; expert policy; unknown,Scientific/expert review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_asset,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_asset_revision,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_variant,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_license,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_rights_evidence,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_source_link,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_ingestion_job,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_transcode_job,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_quality_review,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_attribution,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_access_policy,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_deletion_request,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,media_delivery_audit,Photos & videos,Platform-owned,Immediate + intermediate,"Rights, license, attribution evidence",Rights approval required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,training_goal,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,program_template,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,template_revision,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,template_block,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,template_session,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,template_session_item,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,workout_plan,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,plan_revision,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,planned_session,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,planned_session_item,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,program_phase,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,progression_policy,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,deload_policy,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,session_requirement,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,algorithm_release,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,algorithm_rule_set,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,algorithm_run,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,algorithm_decision,Programs & algorithms,Platform + athlete scoped,Immediate + intermediate,Algorithm policy; controlled validation,Release validation required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,training_account,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,athlete_profile,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,athlete_sport_profile,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,athlete_goal,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,athlete_equipment,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,athlete_limitation,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,athlete_availability,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,readiness_checkin,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,workout_session,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,workout_session_revision,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,workout_event,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,performed_exercise,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,performed_set,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,set_metric,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,rest_interval,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,session_metric,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,workout_summary,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,personal_record,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_activity,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,sport_lap_split,Athlete performance,Athlete scoped,Immediate,User-performed or device observation,Observational; not scientific truth,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,coach_profile,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,coach_client_relationship,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,coaching_invitation,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,coach_note,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,coach_note_revision,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,comment_thread,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,comment,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,comment_attachment,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,coaching_task,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,coaching_task_update,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,checkin_request,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,progress_review,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,message_thread,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,message,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,message_attachment,Coach & client collaboration,Relationship scoped,Intermediate,Private coach/client report,Access and audit control required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,device,"Devices, imports & governance",Platform or athlete scoped,Immediate + intermediate,"Operational, consent, audit, import fact",Audit/review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,device_authorization,"Devices, imports & governance",Platform or athlete scoped,Immediate + intermediate,"Operational, consent, audit, import fact",Audit/review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,device_sync_cursor,"Devices, imports & governance",Platform or athlete scoped,Immediate + intermediate,"Operational, consent, audit, import fact",Audit/review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,health_observation,"Devices, imports & governance",Platform or athlete scoped,Immediate + intermediate,"Operational, consent, audit, import fact",Audit/review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,health_observation_source,"Devices, imports & governance",Platform or athlete scoped,Immediate + intermediate,"Operational, consent, audit, import fact",Audit/review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,body_measurement,"Devices, imports & governance",Platform or athlete scoped,Immediate + intermediate,"Operational, consent, audit, import fact",Audit/review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,fitness_baseline,"Devices, imports & governance",Platform or athlete scoped,Immediate + intermediate,"Operational, consent, audit, import fact",Audit/review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,import_run,"Devices, imports & governance",Platform or athlete scoped,Immediate + intermediate,"Operational, consent, audit, import fact",Audit/review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,import_item,"Devices, imports & governance",Platform or athlete scoped,Immediate + intermediate,"Operational, consent, audit, import fact",Audit/review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,import_error,"Devices, imports & governance",Platform or athlete scoped,Immediate + intermediate,"Operational, consent, audit, import fact",Audit/review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
