"screen_id","family","title","current_functional_controls","current_status","planned_controls","input_controls","output_controls","sensor_dependencies","permission_gates","data_reads","data_writes","algorithm_ai_dependencies","required_states","planned_click_results","conflicts","priority","implementation_plan"
"FPL_005","FPL","Plan Preferences","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save preferences","planning preferences/constraints","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Save preferences => update plan constraints","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_006","FPL","Diet Preferences","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save preferences","planning preferences/constraints","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Save preferences => update plan constraints","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_007","FPL","Allergy Rules","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save preferences","planning preferences/constraints","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Save preferences => update plan constraints","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_008","FPL","Cuisine Preferences","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save preferences","planning preferences/constraints","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Save preferences => update plan constraints","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_009","FPL","Cooking Preferences","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save preferences","planning preferences/constraints","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Save preferences => update plan constraints","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_010","FPL","Budget Preferences","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save preferences","planning preferences/constraints","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Save preferences => update plan constraints","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_011","FPL","Pantry Context","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save preferences","planning preferences/constraints","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Save preferences => update plan constraints","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_012","FPL","Training Context","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save preferences","planning preferences/constraints","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Save preferences => update plan constraints","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_013","FPL","Plan Setup Review","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Generate plan","","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Generate plan => start plan generation","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_014","FPL","Generating Meal Plan","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Leave and continue later | Cancel","","day/week/month plan | alternatives | progress/processing status","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default | processing","Leave and continue later => persist generation job | Cancel => cancel plan generation","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_015","FPL","Weekly Proposal","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Open day/meal","","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Open day/meal => open proposal detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_016","FPL","Day Proposal","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Open day/meal","","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Open day/meal => open proposal detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_017","FPL","Planned Meal Detail","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Swap | Change serving | Move meal","","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Swap => open alternatives | Change serving => open Serving Change | Move meal => open Move Meal","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_018","FPL","Swap Meal","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose alternative","","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Choose alternative => replace planned meal only","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_019","FPL","Meal Alternatives","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose alternative","","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Choose alternative => replace planned meal only","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_020","FPL","Serving Change","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save serving","planned serving","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Save serving => update planned meal","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_021","FPL","Move Meal","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save schedule","date/time","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Save schedule => write calendar/plan event","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_022","FPL","Plan Conflict","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Resolve conflict","","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Resolve conflict => open suggested alternatives","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_023","FPL","Confirm Plan","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Confirm plan","","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Confirm plan => activate revision and write calendar events","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history | protect against duplicate submission; destructive/payment actions require confirmation/idempotency","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FPL_024","FPL","Plan Revision History","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Open revision","","day/week/month plan | alternatives","","","targets;preferences;allergies;pantry;calendar;recipes","meal plan;planned meal;plan revision","constraint planning;meal candidate ranking;conflict detection","default","Open revision => view immutable plan revision","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_001","FSH","Shop Dashboard","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Add item | Item row | Mark purchased","","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Add item => open Add Shopping Item | Item row => open Item Detail | Mark purchased => toggle purchase status","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_002","FSH","Shopping List","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Add item | Item row | Mark purchased","","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Add item => open Add Shopping Item | Item row => open Item Detail | Mark purchased => toggle purchase status","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_003","FSH","Shopping Item Detail","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Edit | Mark purchased","","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Edit => open Edit Shopping Item | Mark purchased => update purchase state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_004","FSH","Edit Shopping Item","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save","item | quantity | note","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Save => update shopping item","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_005","FSH","Mark Purchased","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Toggle status","","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Toggle status => change purchased state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | protect against duplicate submission; destructive/payment actions require confirmation/idempotency","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_006","FSH","Undo Purchased","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Toggle status","","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Toggle status => change purchased state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | protect against duplicate submission; destructive/payment actions require confirmation/idempotency","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_007","FSH","Add Shopping Item","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Add item","item | quantity | note","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Add item => write shopping item","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_008","FSH","Search Grocery","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Search | Add result","grocery query","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Search => query grocery/food catalog | Add result => write shopping item","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_009","FSH","Manual Grocery Item","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Add item","item | quantity | note","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Add item => write shopping item","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_010","FSH","Scan Grocery Barcode","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Scan barcode","barcode scan","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Scan barcode => open barcode scan","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_011","FSH","Plan Requirements","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Add/remove/mark available","","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Add/remove/mark available => update shopping/pantry state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_012","FSH","Consolidated Ingredients","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Add/remove/mark available","","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Add/remove/mark available => update shopping/pantry state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_013","FSH","Recipe Ingredients","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Add/remove/mark available","","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Add/remove/mark available => update shopping/pantry state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_014","FSH","Pantry","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Add/remove/mark available","","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Add/remove/mark available => update shopping/pantry state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_015","FSH","Shopping Empty","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Retry","","shopping list | requirements","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default","Retry => recover shopping state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"FSH_016","FSH","Shopping Offline","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Retry","","shopping list | requirements | recovery/error state","","","plan requirements;recipes;pantry;shopping list","shopping item;purchase status;pantry item","ingredient consolidation;duplicate merge","default | offline","Retry => recover shopping state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"RCP_001","RCP","Recipes Dashboard","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Recipe row | Import | Create recipe","","recipe | import progress | review issues","","","recipes;food catalog;external source","recipe draft;recipe;recipe ingredient;plan/shop/meal links","source extraction;ingredient normalization;food matching;nutrition eligibility","default","Recipe row => open Recipe Detail | Import => open Import Source Choice | Create recipe => open Create Recipe","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | AI/provider result must remain draft until user confirms","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"RCP_002","RCP","Saved Recipes","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Recipe row | Import | Create recipe","","recipe | import progress | review issues","","","recipes;food catalog;external source","recipe draft;recipe;recipe ingredient;plan/shop/meal links","source extraction;ingredient normalization;food matching;nutrition eligibility","default","Recipe row => open Recipe Detail | Import => open Import Source Choice | Create recipe => open Create Recipe","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | AI/provider result must remain draft until user confirms","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"RCP_003","RCP","Recipe Search","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Search | Result","recipe query","recipe | import progress | review issues","","","recipes;food catalog;external source","recipe draft;recipe;recipe ingredient;plan/shop/meal links","source extraction;ingredient normalization;food matching;nutrition eligibility","default","Search => query recipes | Result => open Recipe Detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | AI/provider result must remain draft until user confirms","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"RCP_004","RCP","Recipe Results","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Recipe row | Import | Create recipe","","recipe | import progress | review issues","","","recipes;food catalog;external source","recipe draft;recipe;recipe ingredient;plan/shop/meal links","source extraction;ingredient normalization;food matching;nutrition eligibility","default","Recipe row => open Recipe Detail | Import => open Import Source Choice | Create recipe => open Create Recipe","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | AI/provider result must remain draft until user confirms","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"RCP_005","RCP","Recipe Detail","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Cook | Add to Plan | Add to Shop | Log meal","","recipe | import progress | review issues","","","recipes;food catalog;external source","recipe draft;recipe;recipe ingredient;plan/shop/meal links","source extraction;ingredient normalization;food matching;nutrition eligibility","default","Cook => open Cooking Mode | Add to Plan => open plan placement | Add to Shop => add missing ingredients | Log meal => open log confirmation","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | AI/provider result must remain draft until user confirms","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"RCP_006","RCP","Recipe Nutrition","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Back to recipe","","recipe | import progress | review issues","","","recipes;food catalog;external source","recipe draft;recipe;recipe ingredient;plan/shop/meal links","source extraction;ingredient normalization;food matching;nutrition eligibility","default","Back to recipe => return Recipe Detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | AI/provider result must remain draft until user confirms","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"RCP_007","RCP","Recipe Ingredients","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Back to recipe","","recipe | import progress | review issues","","","recipes;food catalog;external source","recipe draft;recipe;recipe ingredient;plan/shop/meal links","source extraction;ingredient normalization;food matching;nutrition eligibility","default","Back to recipe => return Recipe Detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | AI/provider result must remain draft until user confirms","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
