"screen_id","screen_title","control","control_type","current_implementation","expected_on_click","confirmation_required","permission_gate","data_effect","priority","implementation_note"
"BAR_015","Label Review","Correct values","secondary","PLANNED_REQUIRED","edit extracted nutrition","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"BAR_015","Label Review","Save","primary","PLANNED_REQUIRED","save custom product draft","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"BAR_016","Custom Product","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"BAR_016","Custom Product","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"BAR_016","Custom Product","Save product","primary","PLANNED_REQUIRED","validate and save product","no","network","write custom product","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_001","Fuel Now Dashboard","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_001","Fuel Now Dashboard","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_001","Fuel Now Dashboard","Add Food","primary","PLANNED_REQUIRED","open Add Food Menu","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_001","Fuel Now Dashboard","Change date","date","PLANNED_REQUIRED","open Selected Date","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_001","Fuel Now Dashboard","Meal row","row","PLANNED_REQUIRED","open Meal Detail","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_001","Fuel Now Dashboard","Nutrition","card","PLANNED_REQUIRED","open Expanded Nutrition","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_002","Selected Date","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_002","Selected Date","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_002","Selected Date","Select date","calendar","PLANNED_REQUIRED","reload Fuel Now for selected date","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_003","Nutrition Summary","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_003","Nutrition Summary","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_003","Nutrition Summary","Retry/Add food","primary","PLANNED_REQUIRED","recover Fuel state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_004","Expanded Nutrition","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_004","Expanded Nutrition","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_004","Expanded Nutrition","Retry/Add food","primary","PLANNED_REQUIRED","recover Fuel state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_005","Meal Groups","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_005","Meal Groups","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_005","Meal Groups","Retry/Add food","primary","PLANNED_REQUIRED","recover Fuel state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_006","Meal Detail","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_006","Meal Detail","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_006","Meal Detail","Edit meal","secondary","PLANNED_REQUIRED","open Edit Meal","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_006","Meal Detail","Delete meal","destructive","PLANNED_REQUIRED","open Delete Meal Confirmation","yes","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_007","Edit Meal","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_007","Edit Meal","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_007","Edit Meal","Save changes","primary","PLANNED_REQUIRED","update meal then Meal Detail","no","network","update meal","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_008","Delete Meal Confirmation","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_008","Delete Meal Confirmation","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_008","Delete Meal Confirmation","Delete","destructive","PLANNED_REQUIRED","delete confirmed meal then Fuel Now","yes","network","delete meal","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_009","Add Food Menu","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_009","Add Food Menu","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_009","Add Food Menu","Camera","option","PLANNED_REQUIRED","open Camera","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_009","Add Food Menu","Barcode","option","PLANNED_REQUIRED","open Barcode","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_009","Add Food Menu","Search","option","PLANNED_REQUIRED","open Food Search","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_010","Food Search","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_010","Food Search","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_010","Food Search","Search","field","PLANNED_REQUIRED","query trusted foods","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_010","Food Search","Food result","row","PLANNED_REQUIRED","open Food Detail","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_011","Food Detail","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_011","Food Detail","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_011","Food Detail","Serving","row","PLANNED_REQUIRED","open Serving Selector","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_011","Food Detail","Add","primary","PLANNED_REQUIRED","confirm food into meal","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_012","Serving Selector","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_012","Serving Selector","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_012","Serving Selector","Save serving","primary","PLANNED_REQUIRED","return Food Detail","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_013","Recent Foods","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_013","Recent Foods","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_013","Recent Foods","Reuse/Add","row","PLANNED_REQUIRED","create draft meal item then review","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_014","Frequent Foods","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_014","Frequent Foods","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_014","Frequent Foods","Reuse/Add","row","PLANNED_REQUIRED","create draft meal item then review","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_015","Favorites","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_015","Favorites","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_015","Favorites","Reuse/Add","row","PLANNED_REQUIRED","create draft meal item then review","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_016","Saved Meals","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_016","Saved Meals","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_016","Saved Meals","Reuse/Add","row","PLANNED_REQUIRED","create draft meal item then review","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_017","Fuel Empty","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_017","Fuel Empty","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_017","Fuel Empty","Retry/Add food","primary","PLANNED_REQUIRED","recover Fuel state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FNO_018","Fuel Offline","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FNO_018","Fuel Offline","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FNO_018","Fuel Offline","Retry/Add food","primary","PLANNED_REQUIRED","recover Fuel state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_001","Fuel Plan Dashboard","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_001","Fuel Plan Dashboard","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_001","Fuel Plan Dashboard","Day/Week/Month","tab","PLANNED_REQUIRED","switch planning range","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_001","Fuel Plan Dashboard","Planned meal","row","PLANNED_REQUIRED","open Planned Meal Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_001","Fuel Plan Dashboard","Generate/Revise plan","primary","PLANNED_REQUIRED","open setup/generation","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_002","Plan Day View","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_002","Plan Day View","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_002","Plan Day View","Day/Week/Month","tab","PLANNED_REQUIRED","switch planning range","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_002","Plan Day View","Planned meal","row","PLANNED_REQUIRED","open Planned Meal Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_002","Plan Day View","Generate/Revise plan","primary","PLANNED_REQUIRED","open setup/generation","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_003","Plan Week View","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_003","Plan Week View","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_003","Plan Week View","Day/Week/Month","tab","PLANNED_REQUIRED","switch planning range","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_003","Plan Week View","Planned meal","row","PLANNED_REQUIRED","open Planned Meal Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_003","Plan Week View","Generate/Revise plan","primary","PLANNED_REQUIRED","open setup/generation","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_004","Plan Month View","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_004","Plan Month View","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_004","Plan Month View","Day/Week/Month","tab","PLANNED_REQUIRED","switch planning range","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_004","Plan Month View","Planned meal","row","PLANNED_REQUIRED","open Planned Meal Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_004","Plan Month View","Generate/Revise plan","primary","PLANNED_REQUIRED","open setup/generation","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_005","Plan Preferences","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_005","Plan Preferences","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_005","Plan Preferences","Save preferences","primary","PLANNED_REQUIRED","update plan constraints","no","none","write planning preferences","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_006","Diet Preferences","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_006","Diet Preferences","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_006","Diet Preferences","Save preferences","primary","PLANNED_REQUIRED","update plan constraints","no","none","write planning preferences","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_007","Allergy Rules","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_007","Allergy Rules","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_007","Allergy Rules","Save preferences","primary","PLANNED_REQUIRED","update plan constraints","no","none","write planning preferences","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_008","Cuisine Preferences","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_008","Cuisine Preferences","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_008","Cuisine Preferences","Save preferences","primary","PLANNED_REQUIRED","update plan constraints","no","none","write planning preferences","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_009","Cooking Preferences","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_009","Cooking Preferences","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_009","Cooking Preferences","Save preferences","primary","PLANNED_REQUIRED","update plan constraints","no","none","write planning preferences","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_010","Budget Preferences","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_010","Budget Preferences","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_010","Budget Preferences","Save preferences","primary","PLANNED_REQUIRED","update plan constraints","no","none","write planning preferences","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_011","Pantry Context","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_011","Pantry Context","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_011","Pantry Context","Save preferences","primary","PLANNED_REQUIRED","update plan constraints","no","none","write planning preferences","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_012","Training Context","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_012","Training Context","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_012","Training Context","Save preferences","primary","PLANNED_REQUIRED","update plan constraints","no","none","write planning preferences","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_013","Plan Setup Review","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_013","Plan Setup Review","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_013","Plan Setup Review","Generate plan","primary","PLANNED_REQUIRED","start plan generation","no","network","create plan job","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_014","Generating Meal Plan","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_014","Generating Meal Plan","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_014","Generating Meal Plan","Leave and continue later","text","PLANNED_REQUIRED","persist generation job","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_014","Generating Meal Plan","Cancel","secondary","PLANNED_REQUIRED","cancel plan generation","yes","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_015","Weekly Proposal","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_015","Weekly Proposal","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_015","Weekly Proposal","Open day/meal","row","PLANNED_REQUIRED","open proposal detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_016","Day Proposal","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_016","Day Proposal","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_016","Day Proposal","Open day/meal","row","PLANNED_REQUIRED","open proposal detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_017","Planned Meal Detail","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_017","Planned Meal Detail","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_017","Planned Meal Detail","Swap","secondary","PLANNED_REQUIRED","open alternatives","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_017","Planned Meal Detail","Change serving","secondary","PLANNED_REQUIRED","open Serving Change","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_017","Planned Meal Detail","Move meal","secondary","PLANNED_REQUIRED","open Move Meal","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_018","Swap Meal","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_018","Swap Meal","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_018","Swap Meal","Choose alternative","option","PLANNED_REQUIRED","replace planned meal only","no","none","update planned meal","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_019","Meal Alternatives","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_019","Meal Alternatives","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_019","Meal Alternatives","Choose alternative","option","PLANNED_REQUIRED","replace planned meal only","no","none","update planned meal","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_020","Serving Change","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_020","Serving Change","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_020","Serving Change","Save serving","primary","PLANNED_REQUIRED","update planned meal","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_021","Move Meal","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_021","Move Meal","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_021","Move Meal","Save schedule","primary","PLANNED_REQUIRED","write calendar/plan event","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_022","Plan Conflict","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_022","Plan Conflict","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_022","Plan Conflict","Resolve conflict","primary","PLANNED_REQUIRED","open suggested alternatives","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_023","Confirm Plan","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_023","Confirm Plan","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_023","Confirm Plan","Confirm plan","primary","PLANNED_REQUIRED","activate revision and write calendar events","no","network","activate plan","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FPL_024","Plan Revision History","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FPL_024","Plan Revision History","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FPL_024","Plan Revision History","Open revision","row","PLANNED_REQUIRED","view immutable plan revision","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_001","Shop Dashboard","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_001","Shop Dashboard","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_001","Shop Dashboard","Add item","primary","PLANNED_REQUIRED","open Add Shopping Item","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_001","Shop Dashboard","Item row","row","PLANNED_REQUIRED","open Item Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_001","Shop Dashboard","Mark purchased","checkbox","PLANNED_REQUIRED","toggle purchase status","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_002","Shopping List","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_002","Shopping List","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_002","Shopping List","Add item","primary","PLANNED_REQUIRED","open Add Shopping Item","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_002","Shopping List","Item row","row","PLANNED_REQUIRED","open Item Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_002","Shopping List","Mark purchased","checkbox","PLANNED_REQUIRED","toggle purchase status","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_003","Shopping Item Detail","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_003","Shopping Item Detail","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_003","Shopping Item Detail","Edit","secondary","PLANNED_REQUIRED","open Edit Shopping Item","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_003","Shopping Item Detail","Mark purchased","primary","PLANNED_REQUIRED","update purchase state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_004","Edit Shopping Item","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_004","Edit Shopping Item","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_004","Edit Shopping Item","Save","primary","PLANNED_REQUIRED","update shopping item","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_005","Mark Purchased","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
