ID,DOMAIN,TYPE,RUNTIME_REPRESENTATION,ENTRY_PATH,REACHABLE,RENDERED,INTERACTION_CHECKED,RESULT,DEFECT,NOTES
"FPL_006","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_006_DietPreferences.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_007","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_007_AllergyRules.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_008","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_008_CuisinePreferences.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_009","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_009_CookingPreferences.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_010","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_010_BudgetPreferences.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_011","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_011_PantryContext.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_012","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_012_TrainingContext.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_013","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_013_PlanSetupReview.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_014","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_014_GeneratingMealPlan.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_015","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_015_WeeklyProposal.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_016","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_016_DayProposal.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_017","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_017_PlannedMealDetail.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_018","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_018_SwapMeal.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_019","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_019_MealAlternatives.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_020","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_020_ServingChange.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_021","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_021_MoveMeal.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_022","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_022_PlanConflict.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_023","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_023_ConfirmPlan.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FPL_024","FPL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_024_PlanRevisionHistory.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_001","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_001_ShopDashboard.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"FSH_002","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_002_ShoppingList.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_003","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_003_ShoppingItemDetail.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_004","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_004_EditShoppingItem.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_005","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_005_MarkPurchased.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_006","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_006_UndoPurchased.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_007","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_007_AddShoppingItem.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_008","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_008_SearchGrocery.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_009","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_009_ManualGroceryItem.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_010","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_010_ScanGroceryBarcode.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_011","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_011_PlanRequirements.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_012","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_012_ConsolidatedIngredients.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_013","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_013_RecipeIngredients.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_014","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_014_Pantry.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_015","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_015_ShoppingEmpty.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"FSH_016","FSH","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_016_ShoppingOffline.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_001","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_001_RecipesDashboard.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"RCP_002","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_002_SavedRecipes.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"RCP_003","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_003_RecipeSearch.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_004","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_004_RecipeResults.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_005","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_005_RecipeDetail.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"RCP_006","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_006_RecipeNutrition.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_007","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_007_RecipeIngredients.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_008","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_008_CookingMode.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"RCP_009","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_009_CookingTimer.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_010","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_010_ServingAdjust.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_011","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_011_IngredientSubstitution.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_012","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_012_AddRecipeToPlan.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_013","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_013_AddRecipeToShop.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_014","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_014_LogRecipeAsMeal.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"RCP_015","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_015_CreateRecipe.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_016","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_016_CreateRecipeMetadata.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_017","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_017_CreateRecipeIngredients.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_018","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_018_CreateRecipeSteps.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_019","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_019_CreateRecipeReview.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_020","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_020_ImportSourceChoice.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_021","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_021_YouTubeImport.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_022","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_022_WebImport.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_023","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_023_TextImport.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_024","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_024_ValidateImportSource.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_025","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_025_ImportQueued.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_026","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_026_ReadingSource.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_027","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_027_ExtractingRecipeEvidence.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_028","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_028_NormalizingIngredients.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_029","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_029_MatchingTrustedFoods.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_030","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_030_CheckingNutritionEligibility.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_031","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_031_ImportNeedsReview.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_032","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_032_UnresolvedIngredient.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_033","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_033_MissingQuantity.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_034","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_034_MissingServings.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_035","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_035_RecipeImportConfirmation.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RCP_036","RCP","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_036_RecipeImportFailure.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_001","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_001_TrainSetupWelcome.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"TRS_002","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_002_TrainingExperience.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"TRS_003","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_003_ActivityExperience.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_004","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_004_TrainingGoal.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_005","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_005_PreferredActivities.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_006","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_006_Environment.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_007","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_007_Equipment.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_008","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_008_WeeklyAvailability.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_009","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_009_PreferredDays.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_010","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_010_PreferredTime.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_011","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_011_SessionDuration.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_012","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_012_ExercisePreferences.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_013","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_013_ExerciseDislikes.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_014","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_014_MovementLimitations.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_015","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_015_LongTermRestrictions.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_016","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_016_PainSafety.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_017","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_017_SorenessSetup.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_018","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_018_ReadinessSetup.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_019","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_019_PerformanceBaseline.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRS_020","TRS","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_020_PlanPreview.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"TRN_001","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_001_TrainNowDashboard.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"TRN_002","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_002_ReadinessSummary.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_003","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_003_ReadinessDetail.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_004","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_004_WhyAdapted.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_005","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_005_TodayWorkout.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_006","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_006_WorkoutDetail.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_007","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_007_StartWorkout.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"TRN_008","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_008_RescheduleWorkout.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_009","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_009_QuickStart.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
